forest,effect.size.calc,study.design,include.qual,include.quant,author,title,year,journal,study.id,study.treat,es.id,measure.name,developer,delayed,hedges.g,variance,grade.level,no.disability,group.size.calc,content,prop.females.whole,prop.females.t1,prop.females.t2,prop.black.whole,prop.black.t1,prop.black.t2,prop.hispanic.whole,prop.hispanic.t1,prop.hispanic.t2,prop.white.whole,prop.white.t1,prop.white.t2,prop.native,prop.asian,prop.other.races,txt.name,txt.description,txt.n,txt.sessions,txt.sessions.minutes,algebra,early.numeracy,fractions,geometry,lifeskills,measurement,operations,word.problem,explicit.modeling,explicit.guided,explicit.indep,explicit.feedback,explicit.discourse,group.whole,group.small,group.one,group.size.original,control.name,control.description,qi.1.1,qi.2.1,qi.2.2,qi.3.1,qi.3.2,qi.4.1,qi.4.2,qi.5.1,qi.5.2,qi.5.3,qi.6.1,qi.6.2,qi.6.3,qi.6.4,qi.6.8,qi.6.9,qi.7.1,qi.7.2,qi.7.3,qi.7.4,qi.7.5,qi.7.6,qi.8.1,qi.8.3,qi.g.total,qi.percent,qi.1.1B,qi.2.1B,qi.2.2B,qi.3.1B,qi.3.2B,qi.4.1B,qi.4.2B,qi.5.1B,qi.5.2B,qi.5.3B,qi.6.1B,qi.6.2B,qi.6.3B,qi.6.5B,qi.6.6B,qi.6.7B,qi.7.1B,qi.7.2B,qi.7.3B,qi.7.4B,qi.7.5B,qi.8.2B,qi.s.total
"Plute & Xin, 2016",7,scrd,1,1,"Plute, Kimberly C. and Xin, Joy F.",The effects of cognitive strategies paired with hands-on or virtual manipulatives on math instruction for students with mathematical learning disabilities to learn word problem solving skills,2016,ProQuest Dissertations and Theses,353,353,1683,Weekly quiz scores,,0,1.718495,0.415759302,elem,0,5,word problems,0.2,0.2,0,0.6,0.6,0,0.2,0.2,0,0.2,0.2,0,0,0,0,Intervention,Cognitive strategies with hands on manipulatives and technology,5,50,80,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,,,1,NA,5,,,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,9,0.545454545,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,12
"Pool & Jazzar, 2015",6,rct,1,1,"Pool, Rebecca M. and Jazzar, Michael","Evaluation of performance of the petals trial in two ""at risk"" high school math classes: Measurement of student gains",2015,ProQuest Dissertations and Theses,354,354,1684,Cogat,1,0,-1.546,0.294,sec,1,17,geometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PETALS ,ibm computer program,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,,Control ,standard instruction,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,8,0.333333333,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,4
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362a,1685a,double digit word problems,0,0,1.961,0.0645,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PMEQ,pirate math plus equation quest,40,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362a,1685a,Standard equation solving,0,0,-0.0145,0.0439,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PMEQ,pirate math plus equation quest,40,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362a,1685a,nonstandard equation solving,0,0,0.4435,0.0449,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PMEQ,pirate math plus equation quest,40,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362a,1685a,equal sign tasks,0,0,0.8306,0.0476,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PMEQ,pirate math plus equation quest,40,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362b,1685b,double digit word problems,0,0,1.608,0.0543,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PM alone,Pirate math,45,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362b,1686b,Standard equation solving,0,0,0.2679,0.0415,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PM alone,Pirate math,45,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362b,1687b,nonstandard equation solving,0,0,0.2307,0.0414,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PM alone,Pirate math,45,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020a",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Barnes, Marcia A.",The Role of Pre-Algebraic Reasoning within a Word-Problem Intervention for Third-Grade Students with Mathematics Difficulty,2020,ZDM Mathematics Education,362,362b,1688b,equal sign tasks,0,0,-0.3223,0.0416,elem,1,1,word problems,0.54,0.6,0.49,0.09,0.08,0.13,0.72,0.75,0.78,0.08,0.08,0.07,0,0.02,0.03,PM alone,Pirate math,45,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,NA,1,1,Business as usual,no description,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2020b",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Benz, Sarah A.",Analyzing the word-problem performance and strategies of students experiencing mathematics difficulty.,2020,Journal of Mathematical Behavior,363,363,1693a, Double digit word problems,0,0,2.0793,0.056,elem,0,4,word problems,0.6,0.63,0,0.16,0.2,0,0.66,0.61,0,0.03,0.06,0,0,0.02,0.09,PMEQ,pirate math plus equation quest,51,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,,1,NA,4,Business as usual,Go math; no supplemental instruction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Powell et al., 2020b",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Fall, Anna-Maria and Roberts, Greg and Fuchs, Lynn S. and Barnes, Marcia A.",Alternative paths to improved word-problem performance: An advantage for embedding prealgebraic reasoning instruction within word-problem intervention,2020,Journal of Educational Psychology,364,364a,1694a,equal sign,0,0,0.773578,0.021221,elem,1,1,word problems,0.56,0.59,0.5,0.12,0.12,0.12,0.69,0.63,0.75,0.05,0.07,0.04,0,0.03,0.07,PMEQ,pirate math plus equation quest,105,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,1,1,Business as usual,Go math,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Powell et al., 2020b",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Fall, Anna-Maria and Roberts, Greg and Fuchs, Lynn S. and Barnes, Marcia A.",Alternative paths to improved word-problem performance: An advantage for embedding prealgebraic reasoning instruction within word-problem intervention,2020,Journal of Educational Psychology,364,364a,1695a,open equations,0,0,0.147588,0.019814,elem,1,1,word problems,0.56,0.59,0.5,0.12,0.12,0.12,0.69,0.63,0.75,0.05,0.07,0.04,0,0.03,0.07,PMEQ,pirate math plus equation quest,105,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,1,1,Business as usual,Go math,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Powell et al., 2020b",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Fall, Anna-Maria and Roberts, Greg and Fuchs, Lynn S. and Barnes, Marcia A.",Alternative paths to improved word-problem performance: An advantage for embedding prealgebraic reasoning instruction within word-problem intervention,2020,Journal of Educational Psychology,364,364a,1696a,word problems,0,0,2.002249,0.029539,elem,1,1,word problems,0.56,0.59,0.5,0.12,0.12,0.12,0.69,0.63,0.75,0.05,0.07,0.04,0,0.03,0.07,PMEQ,pirate math plus equation quest,105,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,1,1,Business as usual,Go math,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Powell et al., 2020b",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Fall, Anna-Maria and Roberts, Greg and Fuchs, Lynn S. and Barnes, Marcia A.",Alternative paths to improved word-problem performance: An advantage for embedding prealgebraic reasoning instruction within word-problem intervention,2020,Journal of Educational Psychology,364,364b,1694b,equal sign,0,0,-0.24905,0.021591,elem,1,1,word problems,0.56,0.59,0.5,0.12,0.12,0.12,0.69,0.63,0.75,0.05,0.07,0.04,0,0.03,0.07,Pirate math ,pirate math without equation quest,50,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,1,1,Business as usual,Go math,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Powell et al., 2020b",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Fall, Anna-Maria and Roberts, Greg and Fuchs, Lynn S. and Barnes, Marcia A.",Alternative paths to improved word-problem performance: An advantage for embedding prealgebraic reasoning instruction within word-problem intervention,2020,Journal of Educational Psychology,364,364b,1695b,open equations,0,0,0.278795,0.021632,elem,1,1,word problems,0.56,0.59,0.5,0.12,0.12,0.12,0.69,0.63,0.75,0.05,0.07,0.04,0,0.03,0.07,Pirate math ,pirate math without equation quest,50,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,1,1,Business as usual,Go math,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,18
"Powell et al., 2020b",1,rct,1,1,"Powell, Sarah R. and Berry, Katherine A. and Fall, Anna-Maria and Roberts, Greg and Fuchs, Lynn S. and Barnes, Marcia A.",Alternative paths to improved word-problem performance: An advantage for embedding prealgebraic reasoning instruction within word-problem intervention,2020,Journal of Educational Psychology,364,364b,1696b,word problems,0,0,1.812967,0.029945,elem,1,1,word problems,0.56,0.59,0.5,0.12,0.12,0.12,0.69,0.63,0.75,0.05,0.07,0.04,0,0.03,0.07,Pirate math ,pirate math without equation quest,50,45,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,1,1,Business as usual,Go math,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22,0.916666667,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,18
"Powell & Driver, 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K.",The Influence of Mathematics Vocabulary Instruction Embedded Within Addition Tutoring for First-Grade Students With Mathematics Difficulty.,2015,Learning Disability Quarterly,358,358a,1700a,addition fluency,0,0,0.477517,0.066095,early,1,1,operations,0.44,0.54,0.51,0.18,0.2,0.2,0.11,0.06,0.14,0.46,0.51,0.49,0,0,0.03,Addition,Addition fluency only,35,15,13,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,NA,,Business as usual,no description,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,16
"Powell & Driver, 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K.",The Influence of Mathematics Vocabulary Instruction Embedded Within Addition Tutoring for First-Grade Students With Mathematics Difficulty.,2015,Learning Disability Quarterly,358,358a,1701a,vocabulary,0,0,0.22654,0.064693,early,1,1,operations,0.44,0.54,0.51,0.18,0.2,0.2,0.11,0.06,0.14,0.46,0.51,0.49,0,0,0.03,Addition,Addition fluency only,35,15,13,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,NA,,Business as usual,no description,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,16
"Powell & Driver, 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K.",The Influence of Mathematics Vocabulary Instruction Embedded Within Addition Tutoring for First-Grade Students With Mathematics Difficulty.,2015,Learning Disability Quarterly,358,358b,1700b,addition fluency,0,0,0.169648,0.064514,early,1,1,operations,0.44,0.54,0.51,0.18,0.2,0.2,0.11,0.06,0.14,0.46,0.51,0.49,0,0,0.03,Addition + vocabulary,addition fluency with explicit vocabulary instruction,35,15,12.5,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,1,,NA,NA,,Business as usual,no description,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,16
"Powell & Driver, 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K.",The Influence of Mathematics Vocabulary Instruction Embedded Within Addition Tutoring for First-Grade Students With Mathematics Difficulty.,2015,Learning Disability Quarterly,358,358b,1701b,vocabulary,0,0,0.201948,0.064609,early,1,1,operations,0.44,0.54,0.51,0.18,0.2,0.2,0.11,0.06,0.14,0.46,0.51,0.49,0,0,0.03,Addition + vocabulary,addition fluency with explicit vocabulary instruction,35,15,12.5,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,1,,NA,NA,,Business as usual,no description,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,16
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359a,1704a,addition 0-12,0,0,0.166902,0.127419,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,standard tutoring,standard equations only,18,12,13,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359a,1705a,"open equations, overall",0,0,0.681931,0.13425,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,standard tutoring,standard equations only,18,12,13,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359a,1706a,standard equations,0,0,0.342982,0.128822,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,standard tutoring,standard equations only,18,12,13,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359a,1707a,nonstandard equations,0,0,0.758858,0.135982,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,standard tutoring,standard equations only,18,12,13,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359a,1708a,equivalence problems,0,0,-0.15308,0.12735,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,standard tutoring,standard equations only,18,12,13,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359a,1709a,equal sign tasks,0,0,0.166037,0.127415,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,standard tutoring,standard equations only,18,12,13,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359b,1704b,addition 0-12,0,0,0.35006,0.128899,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,combined tutoring,standard and nonstandard equations,19,12,12.5,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359b,1705b,"open equations, overall",0,0,1.483736,0.161382,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,combined tutoring,standard and nonstandard equations,19,12,12.5,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359b,1706b,standard equations,0,0,0.770434,0.136259,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,combined tutoring,standard and nonstandard equations,19,12,12.5,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359b,1707b,nonstandard equations,0,0,1.549921,0.164519,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,combined tutoring,standard and nonstandard equations,19,12,12.5,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359b,1708b,equivalence problems,0,0,1.054838,0.14437,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,combined tutoring,standard and nonstandard equations,19,12,12.5,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,15
"Powell et al., 2015",1,rct,1,1,"Powell, Sarah R. and Driver, Melissa K. and Julian, Tyler E.",The Effect of Tutoring With Nonstandard Equations for Students With Mathematics Difficulty.,2015,Journal of Learning Disabilities,359,359b,1709b,equal sign tasks,0,0,0.657609,0.133741,early,1,1,operations,0.6,0.67,0.47,0.45,0.33,0.53,0.04,0.06,0,0.43,0.5,0.37,0,0,0.06,combined tutoring,standard and nonstandard equations,19,12,12.5,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,NA,,Control ,no tutoring,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,20,0.833333333,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,15
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356a,1716a,Equal sign tasks,0,0,0.157202,0.07174,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,word problem tutoring,schema broadening instruction,27,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
